MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
what is krishn rameshs 2019-11 MSAI IL Research - Task Modeling Overview with Nitin	PEOPLE	what is <contact_name> krishn ramesh </contact_name> aposs <people_attribute> 2019-11 MSAI IL Research - Task Modeling Overview with Nitin </people_attribute>	search_people_attribute
docx by yaram venkata called Kingston_Core Skills_Testing	FILES	<file_type> docx </file_type> by <contact_name> yaram venkata </contact_name> called <file_name> Kingston_Core Skills_Testing </file_name>	file_search
can you find Cortana UWP app - skill readiness document by venkata suman yaram	FILES	can you find <file_keyword> Cortana UWP app - skill readiness </file_keyword> document by <contact_name> venkata suman yaram </contact_name>	file_search
are my reminders for tomorrow	REMINDER	are my reminders for <start_date> tomorrow </start_date>	find_reminder
SCIS and MTIS architecture reminder	REMINDER	<reminder_text> SCIS and MTIS architecture </reminder_text> reminder	create_single_reminder
send email subject Monthly Suzhou team report	EMAIL	send <message_type> email </message_type> subject <email_subject> Monthly Suzhou team report </email_subject>	send_email
reminder to SmartReply_Guidelines_QualityV3.5_Teams at 600 pm	REMINDER	reminder to <reminder_text> SmartReply_Guidelines_QualityV3.5_Teams </reminder_text> at <start_time> 600 pm </start_time>	create_single_reminder
i need CIH Technical Ref for nitin pande	PEOPLE	i need <people_attribute> CIH Technical Ref </people_attribute> for <contact_name> nitin pande </contact_name>	search_people_attribute
reserve one hour of time with jane to image00002 tomorrow at 200	CALENDAR	reserve <duration> one hour </duration> of time with <contact_name> jane </contact_name> to <title> image00002 </title> <start_date> tomorrow </start_date> at <start_time> 200 </start_time>	create_calendar_entry
xls ashuthosh upadhyaya sared about 微软员工保险服务供应商联系方式Microsoft Employee Insurance Supplier Contact	FILES	<file_type> xls </file_type> <contact_name> ashuthosh upadhyaya </contact_name> <file_action> sared </file_action> about <file_keyword> 微软员工保险服务供应商联系方式Microsoft Employee Insurance Supplier Contact </file_keyword>	file_search
messages about Moonshot 1-pager between oct 1 and oct 10	TEAMSMESSAGE	messages about <keyword> Moonshot 1-pager </keyword> between <start_date> oct 1 </start_date> and <end_date> oct 10 </end_date>	search_message
find me VS output document by yaram venkata	FILES	find me <file_keyword> VS output </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_search
remind me to Multimedia Shiproom at 1030 of this month	REMINDER	remind me to <reminder_text> Multimedia Shiproom </reminder_text> at <start_time> 1030 </start_time> of <start_date> this month </start_date>	create_single_reminder
show Online Experiment Review - VATI Commercial spreadsheet	FILES	show <file_keyword> Online Experiment Review - VATI Commercial </file_keyword> <file_type> spreadsheet </file_type>	file_search
open AzureArmManagementPortsa9da32c3-d579-4e94-89fc-4fc2ab1f0070_2-3-2020 file	FILES	open <file_keyword> AzureArmManagementPortsa9da32c3-d579-4e94-89fc-4fc2ab1f0070_2-3-2020 </file_keyword> file	file_open
who is tam	PEOPLE	who is <job_title> tam </job_title>	search_people_by_attribute
word venkata shared about Knowledge bot MVP spec - Nov 19	FILES	<file_type> word </file_type> <contact_name> venkata </contact_name> <file_action> shared </file_action> about <file_keyword> Knowledge bot MVP spec - Nov 19 </file_keyword>	file_search
Dogfood testers meeting	CALENDAR	<title> Dogfood testers </title> meeting	find_calendar_entry
can you please open Office Feedback for improving user experience 20190802 file	FILES	can you please open <file_keyword> Office Feedback for improving user experience 20190802 </file_keyword> file	file_open
excel shared by ashuthosh	FILES	<file_type> excel </file_type> <file_action> shared </file_action> by <contact_name> ashuthosh </contact_name>	file_search
find jeremys Share a file - Sample dialogs	PEOPLE	find <contact_name> jeremy </contact_name> s <people_attribute> Share a file - Sample dialogs </people_attribute>	search_people_attribute
add SC Ranking Q3 FY20 OKRs to my calendar for today at 500 pm	CALENDAR	add <title> SC Ranking Q3 FY20 OKRs </title> to my calendar for <start_date> today </start_date> at <start_time> 500 pm </start_time>	create_calendar_entry
find me 2020 Chinese New Year vacation plan excel by upadhyaya	FILES	find me <file_keyword> 2020 Chinese New Year vacation plan </file_keyword> <file_type> excel </file_type> by <contact_name> upadhyaya </contact_name>	file_search
Rooms and Devices_Notes jose	PEOPLE	<people_attribute> Rooms and Devices_Notes </people_attribute> <contact_name> jose </contact_name>	search_people_attribute
doc yaram shared about Read Act Compose Framing	FILES	<file_type> doc </file_type> <contact_name> yaram </contact_name> <file_action> shared </file_action> about <file_keyword> Read Act Compose Framing </file_keyword>	file_search
document named Perf OKRs	FILES	document named <file_name> Perf OKRs </file_name>	file_search
can you find IC-Q3-19-OKR-Template word by suman venkata	FILES	can you find <file_keyword> IC-Q3-19-OKR-Template </file_keyword> <file_type> word </file_type> by <contact_name> suman venkata </contact_name>	file_search
Cortana on Windows Vibranium International Plan docx by venkata	FILES	<file_keyword> Cortana on Windows Vibranium International Plan </file_keyword> <file_type> docx </file_type> by <contact_name> venkata </contact_name>	file_search
can you find 2019_12_13_DesignReview spreadsheet by ashuthosh upadhyaya	FILES	can you find <file_keyword> 2019_12_13_DesignReview </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
find allisons מבטח סיימון	PEOPLE	find <contact_name> allison </contact_name> s <people_attribute> מבטח סיימון </people_attribute>	search_people_attribute
Teams Timeline Update information from lydia	PEOPLE	<people_attribute> Teams Timeline Update </people_attribute> information from <contact_name> lydia </contact_name>	search_people_attribute
schedule for Substrate Perf Shiproom - 2020-2-5	CALENDAR	schedule for <title> Substrate Perf Shiproom - 2020-2-5 </title>	find_calendar_entry
what is jon harriss Endpoints Table	PEOPLE	what is <contact_name> jon harris </contact_name> s <people_attribute> Endpoints Table </people_attribute>	search_people_attribute
yes please	NOTE	yes please	confirm
email titled MSAIRQList	EMAIL	email titled <email_subject> MSAIRQList </email_subject>	send_email
send a note to allison JTBD - OL Product	EMAIL	send a <message_type> note </message_type> to <contact_name> allison </contact_name> <message> JTBD - OL Product </message>	send_email
add Suggested replies with file - Jan 2020 Update to my list	NOTE	add <note_text> Suggested replies with file - Jan 2020 Update </note_text> to my <data_type> list </data_type>	add_to_note
excel by ashuthosh about Teams Search High level Architecture Diagram	FILES	<file_type> excel </file_type> by <contact_name> ashuthosh </contact_name> about <file_keyword> Teams Search High level Architecture Diagram </file_keyword>	file_search
word yaram shared about 2020_01_SmartComposeMonthlyReview	FILES	<file_type> word </file_type> <contact_name> yaram </contact_name> <file_action> shared </file_action> about <file_keyword> 2020_01_SmartComposeMonthlyReview </file_keyword>	file_search
what is sha lis M365 Search - 3S Instrumentation - Client Contracts	PEOPLE	what is <contact_name> sha li </contact_name> s <people_attribute> M365 Search - 3S Instrumentation - Client Contracts </people_attribute>	search_people_attribute
open Substrate Groups Provisioning Latency Reduction word by suman	FILES	open <file_keyword> Substrate Groups Provisioning Latency Reduction </file_keyword> <file_type> word </file_type> by <contact_name> suman </contact_name>	file_open
whats enriques Teams Instrumentation Events Breakdown	PEOPLE	whats <contact_name> enrique </contact_name> s <people_attribute> Teams Instrumentation Events Breakdown </people_attribute>	search_people_attribute
open People Skill Voice Module docx by yaram	FILES	open <file_keyword> People Skill Voice Module </file_keyword> <file_type> docx </file_type> by <contact_name> yaram </contact_name>	file_open
spreadsheet by upadhyaya named Overview_AzureCompliance_Tracker_Current	FILES	<file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name> named <file_name> Overview_AzureCompliance_Tracker_Current </file_name>	file_search
xls ashuthosh shared about Microsoft Search User Job Framework	FILES	<file_type> xls </file_type> <contact_name> ashuthosh </contact_name> <file_action> shared </file_action> about <file_keyword> Microsoft Search User Job Framework </file_keyword>	file_search
when i reach bellevue city center	REMINDER	when i reach <absolute_location> bellevue city center </absolute_location>	create_single_reminder
join my Microsoft Search Overview 200 pm meeting	CALENDAR	join my <title> Microsoft Search Overview </title> <start_time> 200 pm </start_time> meeting	connect_to_meeting
create a reminder to Universal Search + Assistant + Instrumentation - FY20 Q2 when i reach home	REMINDER	create a reminder to <reminder_text> Universal Search + Assistant + Instrumentation - FY20 Q2 </reminder_text> when i reach <implicit_location> home </implicit_location>	create_single_reminder
open up To Do powerpoint presentation file	FILES	open up <file_keyword> To Do </file_keyword> <file_type> powerpoint presentation </file_type> file	file_open
when is my next TestCasesReport-Week49_Nov Dec 2nd - Dec 6th appointment	CALENDAR	when is my <start_time> next </start_time> <title> TestCasesReport-Week49_Nov Dec 2nd - Dec 6th </title> appointment	find_calendar_when
ashuthosh upadhyaya files	FILES	<contact_name> ashuthosh upadhyaya </contact_name> files	file_search
what is jon harriss Embedded Intelligence Checkpoint (Jan 2020)	PEOPLE	what is <contact_name> jon harris </contact_name> s <people_attribute> Embedded Intelligence Checkpoint (Jan 2020) </people_attribute>	search_people_attribute
doc called QuickBuild	FILES	<file_type> doc </file_type> called <file_name> QuickBuild </file_name>	file_search
xlsx by ashuthosh upadhyaya named New Hire	FILES	<file_type> xlsx </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> named <file_name> New Hire </file_name>	file_search
Cortana Experience Overview - Offsite word by yaram venkata	FILES	<file_keyword> Cortana Experience Overview - Offsite </file_keyword> <file_type> word </file_type> by <contact_name> yaram venkata </contact_name>	file_search
block time for Design - Semantic Machines Compliant Contract tomorrow from 200 pm to 400 pm	CALENDAR	block time for <title> Design - Semantic Machines Compliant Contract </title> <start_date> tomorrow </start_date> from <start_time> 200 pm </start_time> to <end_time> 400 pm </end_time>	block_time
cancel my FY20-Q2-OKRs at 700 pm today	CALENDAR	cancel my <title> FY20-Q2-OKRs </title> at <start_time> 700 pm </start_time> <start_date> today </start_date>	delete_calendar_entry
my teams Signed_Tax_InvoiceReceipt_No_115615	PEOPLE	my teams <people_attribute> Signed_Tax_InvoiceReceipt_No_115615 </people_attribute>	search_people_attribute
xlsx named Cosmos Convergence Subs	FILES	<file_type> xlsx </file_type> named <file_name> Cosmos Convergence Subs </file_name>	file_search
Perf Dependencies &amp; Contracts word by yaram	FILES	<file_keyword> Perf Dependencies &amp; Contracts </file_keyword> <file_type> word </file_type> by <contact_name> yaram </contact_name>	file_search
