ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedIntent	JudgedDomain	JudgedConstraints	ConversationContext	MetaData	Frequency	Cat
filesearch_fileType_3031	0		user	set up a task on third week of may	create_calendar_entry	CALENDAR	set up a task on <start_date> third week of may </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3032	0		user	what meetings do i have friday afternoon	find_calendar_entry	CALENDAR	what meetings do i have <start_date> friday </start_date> <start_time> afternoon </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3033	0		user	open IC-Q3-19-OKR-Template word by venkata suman yaram	file_open	FILES	open <file_keyword> IC-Q3-19-OKR-Template </file_keyword> <file_type> word </file_type> by <contact_name> venkata suman yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3034	0		user	find karthiks DSAT List	search_people_attribute	PEOPLE	find <contact_name> karthik </contact_name> s <people_attribute> DSAT List </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3035	0		user	join calendar Dogfood testers meeting	connect_to_meeting	CALENDAR	join calendar <title> Dogfood testers </title> meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_3036	0		user	where is talons 微软员工保险服务供应商联系方式Microsoft Employee Insurance Supplier Contact	search_people_attribute	PEOPLE	where is <contact_name> talon </contact_name> s <people_attribute> 微软员工保险服务供应商联系方式Microsoft Employee Insurance Supplier Contact </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3037	0		user	remind me to Cortana_Assistance_RajeshMPR_Jan2020_Deck at 600 pm	create_single_reminder	REMINDER	remind me to <reminder_text> Cortana_Assistance_RajeshMPR_Jan2020_Deck </reminder_text> at <start_time> 600 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3038	0		user	xls by upadhyaya named Cortana in Teams - Pending work for GA	file_search	FILES	<file_type> xls </file_type> by <contact_name> upadhyaya </contact_name> named <file_name> Cortana in Teams - Pending work for GA </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3039	0		user	meetings with ryan	find_calendar_entry	CALENDAR	meetings with <contact_name> ryan </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3040	0		user	open Planning xlsx by ashuthosh	file_open	FILES	open <file_keyword> Planning </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3041	0		user	create a reminder to Running Experiments - Advanced when i reach office	create_single_reminder	REMINDER	create a reminder to <reminder_text> Running Experiments - Advanced </reminder_text> when i reach <implicit_location> office </implicit_location>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3042	0		user	book 6134 for 30 minutes at 2pm	find_meeting_room	CALENDAR	book <meeting_room> 6134 </meeting_room> for <duration> 30 minutes </duration> at <start_time> 2pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3043	0		user	whens next Skill Authoring	find_calendar_when	CALENDAR	whens <start_time> next </start_time> <title> Skill Authoring </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3044	0		user	mail nitin Release Notes	send_email	EMAIL	mail <contact_name> nitin </contact_name> <message> Release Notes </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3045	0		user	find me Spec for Accept-Decline word by yaram	file_search	FILES	find me <file_keyword> Spec for Accept-Decline </file_keyword> <file_type> word </file_type> by <contact_name> yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3046	0		user	what is craigs TestCasesReport-Week55_Jan13- Jan17	search_people_attribute	PEOPLE	what is <contact_name> craig </contact_name> s <people_attribute> TestCasesReport-Week55_Jan13- Jan17 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3047	0		user	SAP - M365 Core Manganese Review - 2019-12 word	file_search	FILES	<file_keyword> SAP - M365 Core Manganese Review - 2019-12 </file_keyword> <file_type> word </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3048	0		user	change title Post R1-Prod Bugs MSAI	create_calendar_entry	CALENDAR	change <slot_attribute> title </slot_attribute> <title> Post R1-Prod Bugs MSAI </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3049	0		user	when is my next Vendor Allocation meeting	find_calendar_when	CALENDAR	when is my <start_time> next </start_time> <title> Vendor Allocation </title> meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_3050	0		user	messages on Untitled form 1 between sep 26 and oct 1	search_message	TEAMSMESSAGE	messages on <keyword> Untitled form 1 </keyword> between <start_date> sep 26 </start_date> and <end_date> oct 1 </end_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3051	0		user	mail perry Teams Voice Skill DSAT Tool	send_email	EMAIL	mail <contact_name> perry </contact_name> <message> Teams Voice Skill DSAT Tool </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3052	0		user	find Functions on Linux of jaclyn	search_people_attribute	PEOPLE	find <people_attribute> Functions on Linux </people_attribute> of <contact_name> jaclyn </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3053	0		user	send a mail to satya that Jan- Teams	send_email	EMAIL	send a <message_type> mail </message_type> to <contact_name> satya </contact_name> that <message> Jan- Teams </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3054	0		user	messages from ignite channel about Outlook Mobile SERP Migration	search_message	TEAMSMESSAGE	messages from <channel> ignite </channel> channel about <keyword> Outlook Mobile SERP Migration </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3055	0		user	beryl li	search_people_by_name	PEOPLE	<contact_name> beryl li </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3056	0		user	am i free on saturday	check_availability	CALENDAR	am <relationship_name> i </relationship_name> <availability> free </availability> on <start_date> saturday </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3057	0		user	send an email to satya	send_email	EMAIL	send an <message_type> email </message_type> to <contact_name> satya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3058	0		user	find rajesh	search_people_by_name	PEOPLE	find <contact_name> rajesh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3059	0		user	document by yaram venkata named MPS_Volume 2_Post CDGB Approved _ May 2019_privacy portal version	file_search	FILES	document by <contact_name> yaram venkata </contact_name> named <file_name> MPS_Volume 2_Post CDGB Approved _ May 2019_privacy portal version </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3060	0		user	email satya Transition to MSE 2.0 - Israel	send_email	EMAIL	email <contact_name> satya </contact_name> <message> Transition to MSE 2.0 - Israel </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3061	0		user	monica	create_calendar_entry	CALENDAR	monica	{}	[]	1	PositiveFullMatch
filesearch_fileType_3062	0		user	join Performance Data meeting that is	connect_to_meeting	CALENDAR	join <title> Performance Data </title> meeting that is	{}	[]	1	PositiveFullMatch
filesearch_fileType_3063	0		user	set up a meeting with steven	create_calendar_entry	CALENDAR	set up a meeting with <contact_name> steven </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3064	0		user	i need Data Wallow_Notes for nitin pande	search_people_attribute	PEOPLE	i need <people_attribute> Data Wallow_Notes </people_attribute> for <contact_name> nitin pande </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3065	0		user	find Dev Newbie xlsx	file_search	FILES	find <file_keyword> Dev Newbie </file_keyword> <file_type> xlsx </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3066	0		user	im files from angus	file_search	FILES	iaposm files from <contact_name> angus </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3067	0		user	chats about MeetingInsightsDebug with no attachments	search_message	TEAMSMESSAGE	chats about <keyword> MeetingInsightsDebug </keyword> with <no_attachment> no attachments </no_attachment>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3068	0		user	remind me to Core Platform Shiproom -- CURRENT s at 1238 pm	create_single_reminder	REMINDER	remind me to <reminder_text> Core Platform Shiproom -- CURRENT </reminder_text> s at <start_time> 1238 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3069	0		user	find Towards a theory of software development expertise present document	file_search	FILES	find <file_keyword> Towards a theory of software development expertise present </file_keyword> document	{}	[]	1	PositiveFullMatch
filesearch_fileType_3070	0		user	whats my schedule for today	find_calendar_entry	CALENDAR	whats my schedule for <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3071	0		user	book a room	find_meeting_room	CALENDAR	book a room	{}	[]	1	PositiveFullMatch
filesearch_fileType_3072	0		user	search pdf file	file_search	FILES	search <file_type> pdf </file_type> file	{}	[]	1	PositiveFullMatch
filesearch_fileType_3073	0		user	remind me to MicrosoftSearch-UniversalAPI that	create_single_reminder	REMINDER	remind me to <reminder_text> MicrosoftSearch-UniversalAPI </reminder_text> that	{}	[]	1	PositiveFullMatch
filesearch_fileType_3074	0		user	Substrate Partner Discussion with Teams_01_13_2020 exel	file_search	FILES	<file_keyword> Substrate Partner Discussion with Teams_01_13_2020 </file_keyword> <file_type> exel </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3075	0		user	QQR CY19Q4 spreadsheet by ashuthosh	file_search	FILES	<file_keyword> QQR CY19Q4 </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3076	0		user	xls by ashuthosh upadhyaya named MSAIRQList	file_search	FILES	<file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> named <file_name> MSAIRQList </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3077	0		user	Cortana3PDeprecationPlan word by suman	file_search	FILES	<file_keyword> Cortana3PDeprecationPlan </file_keyword> <file_type> word </file_type> by <contact_name> suman </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3078	0		user	find shwetambari iRanker.IPS information	search_people_attribute	PEOPLE	find <contact_name> shwetambari </contact_name> <people_attribute> iRanker.IPS </people_attribute> information	{}	[]	1	PositiveFullMatch
filesearch_fileType_3079	0		user	New Hire docx by venkata	file_search	FILES	<file_keyword> New Hire </file_keyword> <file_type> docx </file_type> by <contact_name> venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3080	0		user	send a mail to craig that MSAI -- FY20 Resource Allocation and New asks	send_email	EMAIL	send a <message_type> mail </message_type> to <contact_name> craig </contact_name> that <message> MSAI -- FY20 Resource Allocation and New asks </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3081	0		user	ashuthosh upadhyaya xlsx	file_search	FILES	<contact_name> ashuthosh upadhyaya </contact_name> <file_type> xlsx </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3082	0		user	any meetings today	find_calendar_entry	CALENDAR	any meetings <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3083	0		user	remind me to Caching modified query for pagination every day in evening	create_single_reminder	REMINDER	remind me to <reminder_text> Caching modified query for pagination </reminder_text> <start_date> every day </start_date> in <start_time> evening </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3084	0		user	remind me to image002 at 300 pm day after tomorrow	create_single_reminder	REMINDER	remind me to <reminder_text> image002 </reminder_text> at <start_time> 300 pm </start_time> <start_date> day after tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3085	0		user	excel by ashuthosh about Cortana in Teams - Completion Rate Exit Criteria	file_search	FILES	<file_type> excel </file_type> by <contact_name> ashuthosh </contact_name> about <file_keyword> Cortana in Teams - Completion Rate Exit Criteria </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3086	0		user	yes please go ahead	confirm	CALENDAR	yes please go ahead	{}	[]	1	PositiveFullMatch
filesearch_fileType_3087	0		user	remind me monday to Day in a life - Outlook Cortana Dec 17	create_single_reminder	REMINDER	remind me <start_date> monday </start_date> to <reminder_text> Day in a life - Outlook Cortana Dec 17 </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3088	0		user	xls upadhyaya shared about Org details	file_search	FILES	<file_type> xls </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> Org details </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3089	0		user	1000 pm	create_calendar_entry	CALENDAR	<start_time> 1000 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3090	0		user	dwight kruger נסיעה משדה התעופה למלון	search_people_attribute	PEOPLE	<contact_name> dwight kruger </contact_name> <people_attribute> נסיעה משדה התעופה למלון </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3091	0		user	can you find me haroon armans FY20-Q2-OKRs	search_people_attribute	PEOPLE	can you find me <contact_name> haroon arman </contact_name> s <people_attribute> FY20-Q2-OKRs </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3092	0		user	remind me to KWS Manual Testing at 1125 pm	create_single_reminder	REMINDER	remind me to <reminder_text> KWS Manual Testing </reminder_text> at <start_time> 1125 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3093	0		user	add Running Experiments to my personal work list	add_to_note	NOTE	add <note_text> Running Experiments </note_text> to my <title> personal work </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3094	0		user	what meetings do i have on monday	find_calendar_entry	CALENDAR	what meetings do i have on <start_date> monday </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_3095	0		user	schedule a 30 minute meeting with	create_calendar_entry	CALENDAR	schedule a <duration> 30 minute </duration> meeting with	{}	[]	1	PositiveFullMatch
filesearch_fileType_3096	0		user	xls modified by ashuthosh upadhyaya	file_search	FILES	<file_type> xls </file_type> <file_action> modified </file_action> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
