MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
mpt attachments from last week	EMAILSEARCH	<attachment_type> mpt </attachment_type> <attachment> attachments </attachment> from <start_date> last week </start_date>	search_email
attachment vsdm file	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> vsdm </attachment_type>  file 	search_email
files with attachment worksheet	EMAILSEARCH	 files  with <attachment> attachment </attachment> <attachment_type> worksheet </attachment_type>	search_email
files sent from shwetambari recently with attachments	EMAILSEARCH	 files  sent from <contact_name_from> shwetambari </contact_name_from> <order_ref> recently </order_ref> with <attachment> attachments </attachment>	search_email
file from anna to bates about engagement with onenote attachments from june 2015	EMAILSEARCH	 file  from <contact_name_from> anna </contact_name_from> to <contact_name_to> bates </contact_name_to> about <keyword> engagement </keyword> with <attachment_type> onenote </attachment_type> <attachment> attachments </attachment> from <start_date> june 2015 </start_date>	search_email
files received between january 1 and march 1 with attachments	EMAILSEARCH	 files  received between <start_date> january 1 </start_date> and <end_date> march 1 </end_date> with <attachment> attachments </attachment>	search_email
file from joe with vsd attachment	EMAILSEARCH	 file  from <contact_name_from> joe </contact_name_from> with <attachment_type> vsd </attachment_type> <attachment> attachment </attachment>	search_email
list of file that has attachments included	EMAILSEARCH	list of  file  that has <attachment> attachments </attachment> included	search_email
attachment sent pdfs	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> pdfs </attachment_type>	search_email
file with payroll attachment	EMAILSEARCH	 file  with <keyword> payroll </keyword> <attachment> attachment </attachment>	search_email
show all file with attachments added	EMAILSEARCH	show all  file  with <attachment> attachments </attachment> added	search_email
search for any file with attachments that have topic trip	EMAILSEARCH	search for any  file  with <attachment> attachments </attachment> that have topic <keyword> trip </keyword>	search_email
file with attachments sent from james to monica about girl scouts from november 2019 to december 2019	EMAILSEARCH	 file  with <attachment> attachments </attachment> sent from <contact_name_from> james </contact_name_from> to <contact_name_to> monica </contact_name_to> about <keyword> girl scouts </keyword> from <start_date> november 2019 </start_date> to <end_date> december 2019 </end_date>	search_email
find files from last fall with an attachment about concert tickets	EMAILSEARCH	find  files  from <contact_name_from> last fall </contact_name_from> with an <attachment> attachment </attachment> about <keyword> concert tickets </keyword>	search_email
need attachment file	EMAILSEARCH	need <attachment> attachment </attachment>  file 	search_email
from vanessa with attachment	EMAILSEARCH	from <contact_name_from> vanessa </contact_name_from> with <attachment> attachment </attachment>	search_email
show file with attachments from july	EMAILSEARCH	show  file  with <attachment> attachments </attachment> from <start_date> july </start_date>	search_email
file with an attachment that i have	EMAILSEARCH	 file  with an <attachment> attachment </attachment> that i have	search_email
rex attachments	EMAILSEARCH	<contact_name> rex </contact_name> <attachment> attachments </attachment>	search_email
december to january file with attachments	EMAILSEARCH	<start_date> december </start_date> to <end_date> january </end_date>  file  with <attachment> attachments </attachment>	search_email
files having attachments	EMAILSEARCH	 files  having <attachment> attachments </attachment>	search_email
comic attachment	EMAILSEARCH	<keyword> comic </keyword> <attachment> attachment </attachment>	search_email
attachment from jane	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> jane </contact_name_from>	search_email
file from jim boyle with pdf attachments	EMAILSEARCH	 file  from <contact_name_from> jim boyle </contact_name_from> with <attachment_type> pdf </attachment_type> <attachment> attachments </attachment>	search_email
file to me with an attachment	EMAILSEARCH	 file  to <relationship_name_to> me </relationship_name_to> with an <attachment> attachment </attachment>	search_email
files from last month that have an attachment	EMAILSEARCH	 files  from <start_date> last month </start_date> that have an <attachment> attachment </attachment>	search_email
what is last attachment jon hamaker sent me	EMAILSEARCH	what is <order_ref> last </order_ref> <attachment> attachment </attachment> <contact_name_from> jon hamaker </contact_name_from> sent <contact_name_to> me </contact_name_to>	search_email
show me files from zachary jones which have attachments that were sent in february	EMAILSEARCH	show me  files  from <contact_name_from> zachary jones </contact_name_from> which have <attachment> attachments </attachment> that were sent in <start_date> february </start_date>	search_email
files from jimmy with an attachment	EMAILSEARCH	 files  from <contact_name_from> jimmy </contact_name_from> with an <attachment> attachment </attachment>	search_email
from shuyin about planning with attachment last week	EMAILSEARCH	from <contact_name_from> shuyin </contact_name_from> about <keyword> planning </keyword> with <attachment> attachment </attachment> <start_date> last week </start_date>	search_email
file with attachment about dogs	EMAILSEARCH	 file  with <attachment> attachment </attachment> about <keyword> dogs </keyword>	search_email
give me file with workbook attachments	EMAILSEARCH	give me  file  with <attachment_type> workbook </attachment_type> <attachment> attachments </attachment>	search_email
peter with attachment spreadsheet	EMAILSEARCH	<contact_name> peter </contact_name> with <attachment> attachment </attachment> <attachment_type> spreadsheet </attachment_type>	search_email
credit card bill files with attachments from june	EMAILSEARCH	<keyword> credit card bill </keyword>  files  with <attachment> attachments </attachment> from <start_date> june </start_date>	search_email
file with attachments from john	EMAILSEARCH	 file  with <attachment> attachments </attachment> from <contact_name_from> john </contact_name_from>	search_email
stacey hot chocolate pastry sent to files document attachment	EMAILSEARCH	<keyword> stacey hot chocolate pastry </keyword> sent to  files  <attachment_type> document </attachment_type> <attachment> attachment </attachment>	search_email
file sent from abraham jacob with attachments	EMAILSEARCH	 file  sent from <contact_name_from> abraham jacob </contact_name_from> with <attachment> attachments </attachment>	search_email
look for files with pptx attachments	EMAILSEARCH	look for  files  with <attachment_type> pptx </attachment_type> <attachment> attachments </attachment>	search_email
file containing attachments from december	EMAILSEARCH	 file  containing <attachment> attachments </attachment> from <start_date> december </start_date>	search_email
file from stacey to carrie with a weather attachment for july	EMAILSEARCH	 file  from <contact_name_from> stacey </contact_name_from> to <contact_name_to> carrie </contact_name_to> with a <keyword> weather </keyword> <attachment> attachment </attachment> for <start_date> july </start_date>	search_email
from last years file with attachment from nicole	EMAILSEARCH	from <start_date> last year </start_date> s  file  with <attachment> attachment </attachment> from <contact_name_from> nicole </contact_name_from>	search_email
attachment files from sam	EMAILSEARCH	<attachment> attachment </attachment>  files  from <contact_name_from> sam </contact_name_from>	search_email
kellys file with updated project attachment	EMAILSEARCH	<contact_name> kelly </contact_name> s  file  with <keyword> updated project </keyword> <attachment> attachment </attachment>	search_email
