MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
file from quinn to jen with attachment	EMAILSEARCH	 file  from <contact_name_from> quinn </contact_name_from> to <contact_name_to> jen </contact_name_to> with <attachment> attachment </attachment>	search_email
from john power point attachments	EMAILSEARCH	from <contact_name_from> john </contact_name_from> <attachment_type> power point </attachment_type> <attachment> attachments </attachment>	search_email
attachment document please	EMAILSEARCH	<attachment> attachment </attachment>  document  please	search_email
attachments with documents from july1 through july 5	EMAILSEARCH	<attachment> attachments </attachment> with  documents  from <start_date> july1 </start_date> through <end_date> july 5 </end_date>	search_email
weather attachment document	EMAILSEARCH	<keyword> weather </keyword> <attachment> attachment </attachment>  document 	search_email
documents me information of birthday celebrate with some attachment	EMAILSEARCH	 documents  me <keyword> information of birthday celebrate </keyword> with some <attachment> attachment </attachment>	search_email
files from amy with attachments	EMAILSEARCH	 files  from <contact_name_from> amy </contact_name_from> with <attachment> attachments </attachment>	search_email
files with attachment between june 8 to june 15	EMAILSEARCH	 files  with <attachment> attachment </attachment> between <start_date> june 8 </start_date> to <end_date> june 15 </end_date>	search_email
document with an attachment from last week	EMAILSEARCH	 document  with an <attachment> attachment </attachment> from <start_date> last week </start_date>	search_email
messages with attachments	EMAILSEARCH	messages with <attachment> attachments </attachment>	search_email
show my file with attachments	EMAILSEARCH	show my  file  with <attachment> attachments </attachment>	search_email
document with attachment from kelly about surgery	EMAILSEARCH	 document  with <attachment> attachment </attachment> from <contact_name_from> kelly </contact_name_from> about <keyword> surgery </keyword>	search_email
show me attachment onenotes with tim	EMAILSEARCH	show me <attachment> attachment </attachment> <attachment_type> onenotes </attachment_type> with <contact_name> tim </contact_name>	search_email
alice with attachment	EMAILSEARCH	<contact_name> alice </contact_name> with <attachment> attachment </attachment>	search_email
find an files with an attachment	EMAILSEARCH	find an  files  with an <attachment> attachment </attachment>	search_email
documents with vdw attachment from april	EMAILSEARCH	 documents  with <attachment_type> vdw </attachment_type> <attachment> attachment </attachment> from <start_date> april </start_date>	search_email
message about headphones including attachment	EMAILSEARCH	message about <keyword> headphones </keyword> including <attachment> attachment </attachment>	search_email
document from allison with attachments	EMAILSEARCH	 document  from <contact_name_from> allison </contact_name_from> with <attachment> attachments </attachment>	search_email
find an document with an attachment	EMAILSEARCH	find an  document  with an <attachment> attachment </attachment>	search_email
attachment documents from goku word	EMAILSEARCH	<attachment> attachment </attachment>  documents  from <contact_name_from> goku </contact_name_from> <attachment_type> word </attachment_type>	search_email
to gina with attachment powerpoints	EMAILSEARCH	to <contact_name_to> gina </contact_name_to> with <attachment> attachment </attachment> <attachment_type> powerpoints </attachment_type>	search_email
file from michele have attachments	EMAILSEARCH	 file  from <contact_name_from> michele </contact_name_from> have <attachment> attachments </attachment>	search_email
files with attachment from april	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> april </start_date>	search_email
onenote attachments in files from january	EMAILSEARCH	<attachment_type> onenote </attachment_type> <attachment> attachments </attachment> in  files  from <start_date> january </start_date>	search_email
im looking for files from rebecca with attachment	EMAILSEARCH	im looking for  files  from <contact_name_from> rebecca </contact_name_from> with <attachment> attachment </attachment>	search_email
could you show me files that have an powerpoint attachment	EMAILSEARCH	could you show me  files  that have an <attachment_type> powerpoint </attachment_type> <attachment> attachment </attachment>	search_email
files with attachment about butterfly	EMAILSEARCH	 files  with <attachment> attachment </attachment> about <keyword> butterfly </keyword>	search_email
attachment from jim	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> jim </contact_name_from>	search_email
file with attachments in my inbox	EMAILSEARCH	 file  with <attachment> attachments </attachment> in my <destination_folder> inbox </destination_folder>	search_email
file i sent to vanessa with attachment	EMAILSEARCH	 file  <contact_name_from> i </contact_name_from> sent to <contact_name_to> vanessa </contact_name_to> with <attachment> attachment </attachment>	search_email
attachment to tulsi	EMAILSEARCH	<attachment> attachment </attachment> to <contact_name_to> tulsi </contact_name_to>	search_email
im trying to find any document with attachments	EMAILSEARCH	im trying to find any  document  with <attachment> attachments </attachment>	search_email
school calendar attachment file	EMAILSEARCH	<keyword> school calendar </keyword> <attachment> attachment </attachment>  file 	search_email
file in thesis with attachment	EMAILSEARCH	 file  in thesis with <attachment> attachment </attachment>	search_email
do i have document from dollar shave club that have attachments	EMAILSEARCH	do i have  document  from <contact_name_from> dollar shave club </contact_name_from> that have <attachment> attachments </attachment>	search_email
document having attachments	EMAILSEARCH	 document  having <attachment> attachments </attachment>	search_email
from jack files with attachment	EMAILSEARCH	from <contact_name_from> jack </contact_name_from>  files  with <attachment> attachment </attachment>	search_email
document with attachments from david	EMAILSEARCH	 document  with <attachment> attachments </attachment> from <contact_name_from> david </contact_name_from>	search_email
jos file with attachments	EMAILSEARCH	<contact_name_from> jo </contact_name_from> s  file  with <attachment> attachments </attachment>	search_email
document with attachment from july fjjgfjgfj	EMAILSEARCH	 document  with <attachment> attachment </attachment> from <start_date> july </start_date> <keyword> fjjgfjgfj </keyword>	search_email
files was from mark with some attachment	EMAILSEARCH	 files  was from <contact_name_from> mark </contact_name_from> with some <attachment> attachment </attachment>	search_email
show files from bill with attachment	EMAILSEARCH	show  files  from <contact_name_from> bill </contact_name_from> with <attachment> attachment </attachment>	search_email
documents that has attachments	EMAILSEARCH	 documents  that has <attachment> attachments </attachment>	search_email
file attachment from buster to lucille	EMAILSEARCH	 file  <attachment> attachment </attachment> from <contact_name_from> buster </contact_name_from> to <contact_name_to> lucille </contact_name_to>	search_email
jim with word attachment	EMAILSEARCH	<contact_name> jim </contact_name> with <attachment_type> word </attachment_type> <attachment> attachment </attachment>	search_email
